Year,District,week_index,Avg_rainfall,Avg_Temperature,Avg_Humidity,Population,Elevation_m,River_Status,Area_sq_km,Sanitation_Index,Malaria_cases,AD_cases,Typhoid_cases
2025,Upper Kurram,28,2.6286,17.5107,77.92,748325,,,,,17,173,6
2025,Badin,29,1.5571,30.9942,70.4004,2182111,9,1,6726,0.35,4427,4878,157
2025,Dadu,29,5.9714,34.3736,54.5616,1873835,40,2,19070,0.35,3627,3061,374
2025,Ghotki,29,1.1429,33.1894,60.0199,1989892,72,1,6083,0.35,3871,1741,240
2025,Hyderabad,29,0.1,32.164,63.3025,2659637,20,2,993,0.75,1019,3225,61
2025,Jacobabad,29,6.7714,33.828,56.7276,1216179,55,0,2686,0.35,655,669,256
2025,Jamshoro,29,0.2714,32.3686,62.5534,1200463,33,2,11204,0.35,2541,2135,77
2025,Kamber,29,3.9429,34.7086,52.3533,1621170,50,0,5599,0.2,3629,2206,166
2025,Central,29,0.4714,30.3202,71.1799,3591719,10,0,69,0.95,25,1378,13
2025,East,29,0.2714,30.0221,73.5965,3514347,10,0,165,0.95,35,373,3
2025,Keamari,29,0.3429,29.9573,74.2074,2215961,2,0,559,0.2,4,755,0
2025,Korangi,29,0.3143,30.0633,73.4976,2970331,8,0,95,0.2,79,421,1
2025,Malir,29,0.2,30.4375,70.9632,2428732,20,0,2268,0.75,195,2321,54
2025,South,29,0.2143,29.7137,74.2472,2166395,4,0,122,0.95,249,6740,188
2025,West,29,0.4286,30.2584,72.2416,4732945,15,0,929,0.75,287,900,71
2025,Kashmore,29,0.2571,33.0608,60.3409,1316520,60,2,2592,0.35,1762,512,119
2025,Khairpur,29,3.4571,34.8912,52.239,2908676,53,2,15910,0.5,5145,3798,259
2025,Larkana,29,5.6571,35.1506,51.1421,1842403,48,2,1906,0.5,4786,1914,33
2025,Matiari,29,0.1714,32.6032,61.4099,930873,25,2,1417,0.2,3529,2390,71
2025,Mirpurkhas,29,1.1571,31.8262,65.8914,1820642,16,0,2925,0.5,3243,5127,94
2025,Naushero Feroze,29,1.2714,34.0801,55.4842,1948788,38,2,2945,0.2,1568,1281,224
2025,Sanghar,29,4.9571,31.4724,68.243,2486760,16,1,10608,0.2,5184,2564,224
2025,Shaheed Benazirabad,29,0.5143,33.7602,57.324,1949997,30,2,4502,0.5,2473,2133,152
2025,Shikarpur,29,4.2571,34.2087,54.6104,1488188,52,1,2512,0.35,1970,1259,146
2025,Sujawal,29,0.1429,30.5861,72.3274,945380,,,,,1587,4265,72
2025,Sukkur,29,3.1286,34.2262,54.0697,1798882,65,2,5165,0.75,2185,1466,118
2025,Tando Allahyar,29,0.2857,31.8164,65.2966,1011871,18,0,2343,0.2,2598,2563,54
2025,Tando Muhammad Khan,29,0.1429,31.6612,66.5967,818443,14,2,1733,0.2,1521,2140,20
2025,Tharparkar,29,4.2714,29.9629,76.2305,1994728,56,0,19638,0.35,3358,3194,6
2025,Thatta,29,0.4,30.534,72.1984,1184747,10,2,17355,0.35,1027,1581,25
2025,Umerkot,29,3.9429,31.5896,66.256,1297177,12,0,5608,0.35,2778,2481,0
2025,Barkhan,29,4.3143,29.1783,60.5739,206726,1100,0,3514,0.2,72,110,12
2025,Chagai,29,0,34.9176,12.8019,273217,919,0,44748,0.2,232,175,0
2025,Dera Bugti,29,0.8857,31.0082,62.4465,378394,250,0,10160,0.2,0,63,0
2025,Gwadar,29,0,28.611,86.0538,317947,12,0,12637,0.35,875,714,5
2025,Harnai,29,,,,0,,,,,0,241,0
2025,Hub,29,0.1429,30.1969,71.1092,461810,,,,,33,400,0
2025,Jaffarabad,29,,,,621388,55,1,1643,0.2,86,222,0
2025,Jhal Magsi,29,,,,180130,60,0,3615,0.2,318,88,0
2025,Kachhi (Bolan),29,2.1,30.6872,52.129,417079,,,,,18,137,3
2025,Kalat,29,0,24.9652,34.3332,498077,2000,0,7654,0.2,1,61,0
2025,Kech (Turbat),29,,,,1098914,,,,,678,410,1
2025,Kharan,29,0,35.0378,22.2338,188592,700,0,14958,0.2,467,236,0
2025,Khuzdar,29,0.2286,28.5821,50.2792,969559,1237,0,35380,0.2,68,93,5
2025,Killa Abdullah,29,0,31.6847,16.51,915157,1500,0,3553,0.2,120,178,50
2025,Killa Saifullah,29,0.2,27.4156,49.9666,413453,1500,0,6831,0.2,0,227,2
2025,Kohlu,29,4.0714,27.1577,65.9575,258710,1000,0,7610,0.2,291,224,1
2025,Lasbella,29,0.5429,28.5219,79.6966,697550,,,,,46,509,0
2025,Loralai,29,0.2143,27.1445,54.6041,479944,1400,0,3785,0.2,388,306,4
2025,Mastung,29,0.1286,26.7619,46.0156,321574,1700,0,3308,0.2,108,201,0
2025,MusaKhel,29,3.2429,25.7326,65.6334,201891,,,,,15,54,13
2025,Naseerabad,29,1.3857,34.1986,56.0528,592374,,,,,29,301,0
2025,Nushki,29,0,33.6812,17.9776,0,900,0,5797,0.2,0,159,1
2025,Panjgur,29,0,31.0838,40.8899,382021,900,0,16891,0.2,96,152,2
2025,Pishin,29,0.0143,28.9111,34.9343,889769,1550,0,6218,0.2,545,656,21
2025,Quetta,29,0,27.2578,45.1926,2751515,1680,0,3447,0.75,738,884,4
2025,Sherani,29,,,,0,1500,0,2700,0.2,31,35,0
2025,Sibi,29,0.7571,35.2042,48.276,163205,130,0,7121,0.2,340,402,14
2025,Sohbat pur,29,3.2857,33.7223,57.7889,241785,,,,,6,231,3
2025,Surab,29,0.0429,23.7869,52.0619,0,,,,,19,8,0
2025,Usta Muhammad,29,0.8,33.9094,56.4224,314321,,,,,98,636,0
2025,Washuk,29,0,27.903,34.6909,212771,700,0,33093,0.2,262,232,11
2025,Zhob,29,2.3,27.2774,56.5642,374767,1400,0,20297,0.2,127,205,1
2025,Ziarat,29,,,,0,2400,0,3301,0.2,161,151,17
2025,Abbottabad,29,13.2286,23.4229,86.948,1611498,1256,0,1967,0.75,0,2192,7
2025,Bajaur,29,1.7571,24.6851,68.774,1321356,900,0,1290,0.2,328,1189,72
2025,Bannu,29,0.8,31.0547,61.8103,1410816,312,1,1227,0.2,1565,1231,7
2025,Battagram,29,9.6143,23.7641,86.8111,575449,1036,0,1301,0.2,57,841,5
2025,Buner,29,5.3571,26.0333,81.6129,1084406,700,0,1865,0.35,326,523,0
2025,Charsadda,29,5.6286,28.2388,80.8734,1953624,300,2,996,0.2,438,3010,3
2025,Chitral Lower,29,1.2857,25.3464,64.2749,336081,1500,1,6458,0.35,20,1143,10
2025,Chitral Upper,29,1.2857,25.3464,64.2749,204308,2500,1,8392,0.2,6,179,24
2025,D.I. Khan,29,1.5714,30.6526,71.886,2050338,,,,,376,1868,0
2025,Dir Lower,29,9.5,28.7938,76.7505,1734809,800,1,1583,0.35,173,2318,0
2025,Dir Upper,29,2,23.4678,71.5908,1143644,1200,1,3699,0.35,12,1986,0
2025,Hangu,29,0.4857,27.4443,68.0649,627433,900,0,1097,0.2,25,9,0
2025,Haripur,29,15.4286,26.981,83.4336,1212553,605,2,1725,0.65,5,1460,0
2025,Karak,29,2.2857,28.8003,67.9358,853502,500,0,3372,0.2,133,608,26
2025,Khyber,29,4.3143,27.138,72.2477,1193210,1000,0,2576,0.2,386,681,23
2025,Kohat,29,2.6143,29.0305,68.3524,1200463,500,0,2545,0.65,131,925,1
2025,Kohistan Lower,29,6.1,8.749,88.61,244203,1500,2,1200,0.2,4,188,0
2025,Kohistan Upper,29,6.1,8.749,88.61,369931,2500,2,4000,0.2,7,305,2
2025,Kolai Palas,29,6.1,8.749,88.61,331246,,,,,1,128,0
2025,L & C Kurram,29,1.7714,18.2672,76.52,604463,,,,,5,12,0
2025,Lakki Marwat,29,2.4286,30.6471,66.0592,1059019,250,1,3164,0.2,410,841,0
2025,Malakand,29,1.9714,27.5409,72.2699,870427,700,1,952,0.2,30,793,0
2025,Mansehra,29,10.9,23.5829,83.8561,1881089,1000,0,4579,0.2,3,1775,0
2025,Mardan,29,5.7,28.1704,81.0912,2868781,300,0,1632,0.65,55,1104,0
2025,Mohmand,29,1.9714,27.5409,72.2699,563359,600,0,2296,0.2,229,214,131
2025,North Waziristan,29,3.2571,15.5503,77.726,656447,1000,1,4707,0.2,60,106,4
2025,Nowshera,29,9.5,28.8523,76.7588,1835149,280,2,1748,0.65,200,2820,4
2025,Orakzai,29,0.7,26.1578,69.9203,307067,1200,0,1538,0.2,36,171,0
2025,Peshawar,29,6.7571,28.5731,78.6802,5160904,330,0,1257,0.75,47,5384,28
2025,SD Tank,29,1.2,31.3178,64.5034,604463,,,,,11,24,0
2025,Shangla,29,5.3143,18.7521,84.9495,915157,2000,2,1586,0.35,320,2645,0
2025,South Waziristan (Lower),29,2.3714,27.5292,65.1111,820861,,,,,112,41,3
2025,SWU,29,2.3714,27.5292,65.1111,604463,,,,,54,77,12
2025,Swabi,29,11.5286,27.9857,79.8383,1963296,340,2,1543,0.65,59,2078,63
2025,Swat,29,3.0571,25.4718,79.7359,2791410,980,1,5337,0.35,34,6626,3
2025,Tank,29,1.2,31.3178,64.5034,472690,250,0,1679,0.2,156,506,0
2025,Tor Ghar,29,15.0429,27.1954,82.622,206726,,,,,36,141,25
2025,Upper Kurram,29,1.7714,18.2672,76.52,748325,,,,,17,173,65
2025,Badin,30,0.1,30.8103,71.0254,2182111,9,1,6726,0.35,5150,4464,180
2025,Dadu,30,0,34.3286,56.624,1873835,40,2,19070,0.35,3695,3326,566
2025,Ghotki,30,0.1,33.6198,61.628,1989892,72,1,6083,0.35,3877,1698,291
2025,Hyderabad,30,0.0286,31.7405,65.9387,2659637,20,2,993,0.75,1161,3395,65
2025,Jacobabad,30,0.0429,34.153,60.5918,1216179,55,0,2686,0.35,704,788,193
2025,Jamshoro,30,0.0286,31.9507,65.292,1200463,33,2,11204,0.35,3141,2272,93
2025,Kamber,30,0,34.5068,57.9341,1621170,50,0,5599,0.2,4132,2047,165
2025,Central,30,0.8857,30.0467,73.3708,3591719,10,0,69,0.95,42,1390,11
2025,East,30,0.8571,29.8343,75.1959,3514347,10,0,165,0.95,59,311,3
2025,Keamari,30,1.1429,29.7311,76.2048,2215961,2,0,559,0.2,12,891,0
2025,Korangi,30,1.0857,29.7984,75.7794,2970331,8,0,95,0.2,81,399,2
2025,Malir,30,0.4714,30.127,73.417,2428732,20,0,2268,0.75,265,2213,43
2025,South,30,1.3571,29.4292,76.8426,2166395,4,0,122,0.95,240,7257,225
2025,West,30,1.0143,30.0861,73.764,4732945,15,0,929,0.75,275,837,65
2025,Kashmore,30,0.0571,33.7051,61.4835,1316520,60,2,2592,0.35,1939,568,114
2025,Khairpur,30,0.5429,34.4034,57.5314,2908676,53,2,15910,0.5,4979,3515,264
2025,Larkana,30,0.0143,34.7098,56.9087,1842403,48,2,1906,0.5,5164,1759,20
2025,Matiari,30,0.0857,32.324,63.4154,930873,25,2,1417,0.2,4124,2465,68
2025,Mirpurkhas,30,0.0857,31.7595,66.2651,1820642,16,0,2925,0.5,3720,4806,111
2025,Naushero Feroze,30,0.0143,34.0626,58.3541,1948788,38,2,2945,0.2,2257,1687,241
2025,Sanghar,30,0,31.5042,68.3072,2486760,16,1,10608,0.2,5792,2555,227
2025,Shaheed Benazirabad,30,0.0857,33.8638,58.3913,1949997,30,2,4502,0.5,2776,2127,151
2025,Shikarpur,30,0.0714,34.5894,57.2783,1488188,52,1,2512,0.35,1956,1205,137
2025,Sujawal,30,0.1286,30.4411,72.8906,945380,,,,,1733,3883,59
2025,Sukkur,30,0.3429,34.2785,57.664,1798882,65,2,5165,0.75,2230,1366,112
2025,Tando Allahyar,30,0.0143,31.6304,66.4476,1011871,18,0,2343,0.2,3117,2359,55
2025,Tando Muhammad Khan,30,0.0857,31.3451,67.7906,818443,14,2,1733,0.2,2210,2403,51
2025,Tharparkar,30,0.4571,29.8561,77.2609,1994728,56,0,19638,0.35,3406,3182,1
2025,Thatta,30,0.1857,30.4902,72.034,1184747,10,2,17355,0.35,2315,2431,96
2025,Umerkot,30,0.0286,31.5119,67.2402,1297177,12,0,5608,0.35,2761,2137,0
2025,Awaran,30,,,,0,500,0,29510,0.2,48,29,0
2025,Barkhan,30,0.8,31.0747,58.2715,206726,1100,0,3514,0.2,83,121,8
2025,Chagai,30,0,36.3518,15.3904,273217,919,0,44748,0.2,60,146,0
2025,Dera Bugti,30,0.2,32.149,63.4713,378394,250,0,10160,0.2,70,74,0
2025,Gwadar,30,0,28.3012,85.1864,317947,12,0,12637,0.35,86,394,0
2025,Harnai,30,,,,0,,,,,106,231,0
2025,Hub,30,0.4,30.0046,72.8069,461810,,,,,244,166,0
2025,Jaffarabad,30,,,,621388,55,1,1643,0.2,299,255,15
2025,Jhal Magsi,30,,,,180130,60,0,3615,0.2,592,266,0
2025,Kachhi (Bolan),30,0.5,31.8578,56.952,417079,,,,,54,148,16
2025,Kalat,30,0.0143,26.73,34.3095,498077,2000,0,7654,0.2,52,109,0
2025,Kech (Turbat),30,,,,1098914,,,,,401,576,0
2025,Kharan,30,0,36.3607,25.7431,188592,700,0,14958,0.2,53,246,0
2025,Khuzdar,30,0.4714,30.7133,49.7428,969559,1237,0,35380,0.2,82,127,5
2025,Killa Abdullah,30,0,33.1222,17.5579,915157,1500,0,3553,0.2,11,181,64
2025,Killa Saifullah,30,0.0286,28.7228,55.0159,413453,1500,0,6831,0.2,231,250,9
2025,Kohlu,30,1.3429,29.1752,64.0948,258710,1000,0,7610,0.2,32,37,0
2025,Lasbella,30,2.2,28.4192,81.276,697550,,,,,344,687,0
2025,Loralai,30,0.5,27.9665,61.6217,479944,1400,0,3785,0.2,78,332,3
2025,Mastung,30,0.0429,28.2491,47.44,321574,1700,0,3308,0.2,84,172,1
2025,Naseerabad,30,0,34.6355,58.1593,592374,,,,,114,381,4
2025,Nushki,30,0,35.3979,18.9878,0,900,0,5797,0.2,31,212,14
2025,Panjgur,30,0,30.9954,51.8453,382021,900,0,16891,0.2,209,206,12
2025,Pishin,30,0,30.1882,35.9215,889769,1550,0,6218,0.2,64,781,17
2025,Quetta,30,0,28.6319,47.5256,2751515,1680,0,3447,0.75,24,744,20
2025,Sherani,30,,,,0,1500,0,2700,0.2,0,42,0
2025,Sibi,30,0.7714,36.3638,50.7899,163205,130,0,7121,0.2,170,427,24
2025,Sohbat pur,30,0,34.2589,59.8384,241785,,,,,97,323,3
2025,Surab,30,0.3571,25.5592,53.2781,0,,,,,2,16,0
2025,Usta Muhammad,30,0.0143,34.3165,60.3401,314321,,,,,221,567,0
2025,Washuk,30,0,28.82,41.7883,212771,700,0,33093,0.2,101,224,4
2025,Zhob,30,0.1143,29.8116,50.8511,374767,1400,0,20297,0.2,11,73,22
2025,Ziarat,30,,,,0,2400,0,3301,0.2,106,275,16
2025,Abbottabad,30,12.8,24.2435,85.556,1611498,1256,0,1967,0.75,0,1912,19
2025,Bajaur,30,6.8143,24.6658,74.6658,1321356,900,0,1290,0.2,418,1338,6
2025,Bannu,30,0.6286,32.9523,58.3526,1410816,312,1,1227,0.2,1249,966,83
2025,Battagram,30,5.8857,25.0873,84.0689,575449,1036,0,1301,0.2,91,890,12
2025,Buner,30,10.8714,26.9738,81.7978,1084406,700,0,1865,0.35,355,452,3
2025,Charsadda,30,1.7714,29.1284,79.3504,1953624,300,2,996,0.2,441,2391,71
2025,Chitral Lower,30,0.0143,27.6559,51.6769,336081,1500,1,6458,0.35,17,1147,2
2025,Chitral Upper,30,0.0143,27.6559,51.6769,204308,2500,1,8392,0.2,5,249,15
2025,D.I. Khan,30,1.1,32.3538,68.9898,2050338,,,,,387,1861,46
2025,Dir Lower,30,2.0571,30.208,74.7458,1734809,800,1,1583,0.35,193,2348,41
2025,Dir Upper,30,2.9143,23.8717,74.0909,1143644,1200,1,3699,0.35,14,2347,19
2025,Hangu,30,1.4571,29.2146,64.5507,627433,900,0,1097,0.2,93,200,0
2025,Haripur,30,13.2,27.9839,81.6964,1212553,605,2,1725,0.65,4,1728,0
2025,Karak,30,0.8429,31.0616,62.3823,853502,500,0,3372,0.2,226,711,26
2025,Khyber,30,2.1429,27.8799,73.289,1193210,1000,0,2576,0.2,577,947,77
2025,Kohat,30,2.9571,30.5528,65.0861,1200463,500,0,2545,0.65,192,1228,34
2025,Kohistan Lower,30,7.2,9.3002,85.9432,244203,1500,2,1200,0.2,4,240,1
2025,Kohistan Upper,30,7.2,9.3002,85.9432,369931,2500,2,4000,0.2,11,314,2
2025,Kolai Palas,30,7.2,9.3002,85.9432,331246,,,,,0,104,5
2025,L & C Kurram,30,1.2286,19.9297,75.7078,604463,,,,,0,6,0
2025,Lakki Marwat,30,0.6429,33.093,59.9566,1059019,250,1,3164,0.2,487,958,66
2025,Malakand,30,5.0429,27.9582,72.9431,870427,700,1,952,0.2,71,1789,0
2025,Mansehra,30,17.1286,24.8276,83.1302,1881089,1000,0,4579,0.2,1,2090,0
2025,Mardan,30,5.7571,29.0808,79.0996,2868781,300,0,1632,0.65,111,1497,17
2025,Mohmand,30,5.0429,27.9582,72.9431,563359,600,0,2296,0.2,294,274,13
2025,North Waziristan,30,1.0571,17.4562,70.8115,656447,1000,1,4707,0.2,142,125,2
2025,Nowshera,30,2.0571,30.2665,74.7547,1835149,280,2,1748,0.65,267,3415,29
2025,Orakzai,30,2.2857,27.9099,66.8747,307067,1200,0,1538,0.2,49,163,3
2025,Peshawar,30,1.9714,29.9755,74.2281,5160904,330,0,1257,0.75,103,5473,14
2025,SD Tank,30,6.6429,32.7047,63.3871,604463,,,,,15,25,0
2025,Shangla,30,9.2143,19.303,86.0376,915157,2000,2,1586,0.35,970,2470,73
2025,South Waziristan (Lower),30,0.5857,29.4236,62.3252,820861,,,,,147,48,15
2025,South Waziristan (Upper),30,,,,0,,,,,5,34,0
2025,SWU,30,0.5857,29.4236,62.3252,604463,,,,,44,59,2
2025,Swabi,30,11.2286,29.1051,77.1466,1963296,340,2,1543,0.65,81,1875,41
2025,Swat,30,11.5571,25.9778,82.509,2791410,980,1,5337,0.35,47,5770,12
2025,Tank,30,6.6429,32.7047,63.3871,472690,250,0,1679,0.2,161,753,10
2025,Tor Ghar,30,13.7714,28.2543,80.6391,206726,,,,,57,151,7
2025,Upper Kurram,30,1.2286,19.9297,75.7078,748325,,,,,18,170,6
2025,Badin,32,0.0714,29.666,70.2208,2182111,9,1,6726,0.35,5454,3540,83
2025,Dadu,32,0,32.856,56.1708,1873835,40,2,19070,0.35,3717,2941,427
2025,Ghotki,32,0,33.293,54.5146,1989892,72,1,6083,0.35,3706,1425,295
2025,Hyderabad,32,0,30.308,66.4045,2659637,20,2,993,0.75,1093,2511,59
2025,Jacobabad,32,0,33.7932,53.9058,1216179,55,0,2686,0.35,1167,761,179
2025,Jamshoro,32,0,30.4397,65.9618,1200463,33,2,11204,0.35,2968,2019,99
2025,Kamber,32,0,34.147,52.272,1621170,50,0,5599,0.2,3885,1995,168
2025,Central,32,1.1143,28.3731,76.2933,3591719,10,0,69,0.95,45,1123,15
2025,East,32,0.6857,28.278,77.6606,3514347,10,0,165,0.95,47,256,3
2025,Keamari,32,1.7286,28.1302,79.0741,2215961,2,0,559,0.2,42,658,0
2025,Korangi,32,1.3,28.229,78.307,2970331,8,0,95,0.2,77,341,0
2025,Malir,32,0.4857,28.5651,75.5814,2428732,20,0,2268,0.75,226,1605,54
2025,South,32,1.4,27.7458,79.4901,2166395,4,0,122,0.95,164,6126,30
2025,West,32,1.2286,28.3564,77.1792,4732945,15,0,929,0.75,233,837,72
2025,Kashmore,32,0,32.9739,56.2157,1316520,60,2,2592,0.35,1832,539,81
2025,Khairpur,32,0,34.2694,50.3148,2908676,53,2,15910,0.5,5114,3177,229
2025,Larkana,32,0,34.506,50.2954,1842403,48,2,1906,0.5,5511,1822,30
2025,Matiari,32,0,31.1392,62.317,930873,25,2,1417,0.2,3713,1743,70
2025,Mirpurkhas,32,0,31.183,62.6289,1820642,16,0,2925,0.5,3998,3575,146
2025,Naushero Feroze,32,0,33.8629,52.2937,1948788,38,2,2945,0.2,2319,1739,292
2025,Sanghar,32,0,31.606,60.2415,2486760,16,1,10608,0.2,4958,2049,184
2025,Shaheed Benazirabad,32,0,32.6835,56.1235,1949997,30,2,4502,0.5,2617,1858,132
2025,Shikarpur,32,0,34.3501,50.5526,1488188,52,1,2512,0.35,2007,1077,153
2025,Sujawal,32,0.1429,29.1819,73.1516,945380,,,,,1103,3405,60
2025,Sukkur,32,0,33.9402,51.1642,1798882,65,2,5165,0.75,2173,1485,85
2025,Tando Allahyar,32,0.0429,30.7423,64.1563,1011871,18,0,2343,0.2,3471,1853,60
2025,Tando Muhammad Khan,32,0.0429,30.3142,66.7718,818443,14,2,1733,0.2,3240,1964,59
2025,Tharparkar,32,0.1286,30.1909,67.5429,1994728,56,0,19638,0.35,3745,2903,0
2025,Thatta,32,0.2286,29.0027,73.8594,1184747,10,2,17355,0.35,2191,2163,91
2025,Umerkot,32,0.0286,30.972,62.4469,1297177,12,0,5608,0.35,2607,1802,0
2025,Barkhan,32,0.2714,30.8979,52.531,206726,1100,0,3514,0.2,56,88,1
2025,Chagai,32,0,35.125,11.1287,273217,919,0,44748,0.2,12,34,0
2025,Harnai,32,,,,0,,,,,117,175,1
2025,Hub,32,0.1429,28.4576,74.6772,461810,,,,,155,75,0
2025,Jaffarabad,32,,,,621388,55,1,1643,0.2,603,377,85
2025,Jhal Magsi,32,,,,180130,60,0,3615,0.2,265,372,5
2025,Kalat,32,0,25.6399,24.9286,498077,2000,0,7654,0.2,35,47,0
2025,Kharan,32,0,34.9753,23.9041,188592,700,0,14958,0.2,49,206,0
2025,Khuzdar,32,0,30.4904,43.3969,969559,1237,0,35380,0.2,131,224,1
2025,Killa Abdullah,32,0,31.0144,10.452,915157,1500,0,3553,0.2,0,24,2
2025,Kohlu,32,0.2143,29.4728,54.482,258710,1000,0,7610,0.2,32,29,0
2025,Lasbella,32,1.9857,26.6579,83.2843,697550,,,,,323,586,8
2025,Loralai,32,0,27.8258,50.4353,479944,1400,0,3785,0.2,38,140,4
2025,Mastung,32,0,27.3994,27.4491,321574,1700,0,3308,0.2,40,105,0
2025,Naseerabad,32,0,34.8146,49.8987,592374,,,,,96,234,59
2025,Nushki,32,0,33.5086,13.9759,0,900,0,5797,0.2,7,175,0
2025,Quetta,32,0,27.4611,33.4222,2751515,1680,0,3447,0.75,8,189,2
2025,Sibi,32,0,35.5858,47.4435,163205,130,0,7121,0.2,19,288,1
2025,Sohbat pur,32,0,34.4684,50.8792,241785,,,,,94,314,7
2025,Surab,32,0.4143,25.4098,37.145,0,,,,,8,29,0
2025,Usta Muhammad,32,0,33.2975,57.5438,314321,,,,,200,576,19
2025,Washuk,32,0,27.9476,39.6781,212771,700,0,33093,0.2,45,65,0
2025,Zhob,32,0,29.5902,45.4206,374767,1400,0,20297,0.2,6,9,0
2025,Abbottabad,32,2.9,24.2015,82.5443,1611498,1256,0,1967,0.75,1,2057,13
2025,Bajaur,32,0.8857,24.7911,69.8879,1321356,900,0,1290,0.2,375,998,0
2025,Bannu,32,2.2286,32.5071,58.2305,1410816,312,1,1227,0.2,1827,1013,78
2025,Battagram,32,3.5,25.1052,80.7443,575449,1036,0,1301,0.2,130,768,2
2025,Buner,32,4.0143,26.8285,79.9246,1084406,700,0,1865,0.35,345,497,6
2025,Charsadda,32,6.6571,29.0823,78.2617,1953624,300,2,996,0.2,516,2882,60
2025,Chitral Lower,32,0,26.2476,54.4787,336081,1500,1,6458,0.35,25,1112,7
2025,Chitral Upper,32,0,26.2476,54.4787,204308,2500,1,8392,0.2,9,280,17
2025,D.I. Khan,32,0.1429,34.2306,56.7373,2050338,,,,,1045,2169,5
2025,Dir Lower,32,5.3571,29.989,75.3039,1734809,800,1,1583,0.35,104,2461,38
2025,Dir Upper,32,0.5857,23.3363,71.1842,1143644,1200,1,3699,0.35,12,2468,12
2025,Hangu,32,3.3,29.3036,62.93,627433,900,0,1097,0.2,87,205,10
2025,Haripur,32,3.9857,27.8973,80.3387,1212553,605,2,1725,0.65,0,1391,0
2025,Karak,32,3.0429,30.6985,62.563,853502,500,0,3372,0.2,362,949,7
2025,Khyber,32,4,27.9921,71.4845,1193210,1000,0,2576,0.2,833,876,133
2025,Kohat,32,2.7143,30.6956,62.7366,1200463,500,0,2545,0.65,310,1288,16
2025,Kohistan Lower,32,1.8,8.841,76.5895,244203,1500,2,1200,0.2,7,211,0
2025,Kohistan Upper,32,1.8,8.841,76.5895,369931,2500,2,4000,0.2,9,282,2
2025,Kolai Palas,32,1.8,8.841,76.5895,331246,,,,,0,114,0
2025,L & C Kurram,32,1.9143,19.2729,77.4461,604463,,,,,23,38,11
2025,Lakki Marwat,32,2.2571,33.2456,57.9703,1059019,250,1,3164,0.2,565,1053,18
2025,Malakand,32,6.2429,27.8058,73.3992,870427,700,1,952,0.2,45,1364,20
2025,Mansehra,32,3.4857,24.6585,81.2918,1881089,1000,0,4579,0.2,7,1113,0
2025,Mardan,32,6.0857,29.0704,78.3735,2868781,300,0,1632,0.65,149,1397,15
2025,Mohmand,32,6.2429,27.8058,73.3992,563359,600,0,2296,0.2,353,239,6
2025,North Waziristan,32,2.5429,16.6785,76.9194,656447,1000,1,4707,0.2,149,109,19
2025,Nowshera,32,5.3571,30.0475,75.3127,1835149,280,2,1748,0.65,369,3237,31
2025,Orakzai,32,4.8,28.0174,64.2485,307067,1200,0,1538,0.2,44,164,0
2025,Peshawar,32,3.4143,29.5067,75.8506,5160904,330,0,1257,0.75,112,5213,170
2025,SD Tank,32,0.1571,33.7657,55.9361,604463,,,,,13,22,3
2025,Shangla,32,4.3286,18.9184,83.9766,915157,2000,2,1586,0.35,583,2727,25
2025,South Waziristan (Lower),32,0.0714,29.8762,55.487,820861,,,,,87,68,10
2025,South Waziristan (Upper),32,,,,0,,,,,122,66,10
2025,Swabi,32,5.4286,28.8509,77.2517,1963296,340,2,1543,0.65,86,2033,60
2025,Swat,32,4.3857,25.6974,82.0529,2791410,980,1,5337,0.35,83,5118,5
2025,Tank,32,0.1571,33.7657,55.9361,472690,250,0,1679,0.2,273,718,5
2025,Tor Ghar,32,3.2571,28.3141,79.1146,206726,,,,,81,157,6
2025,Upper Kurram,32,1.9143,19.2729,77.4461,748325,,,,,21,264,10
2025,Badin,33,1.4714,30.1273,71.5068,2182111,9,1,6726,0.35,6034,3446,131
2025,Dadu,33,0.0429,33.6254,55.1026,1873835,40,2,19070,0.35,3295,2943,366
2025,Ghotki,33,0.2714,33.7251,55.0415,1989892,72,1,6083,0.35,3903,1228,249
2025,Hyderabad,33,0.0143,31.4735,63.6128,2659637,20,2,993,0.75,1350,2425,47
2025,Jacobabad,33,0.1143,34.3423,53.092,1216179,55,0,2686,0.35,1169,886,174
2025,Jamshoro,33,0.0714,31.5683,63.3229,1200463,33,2,11204,0.35,3085,1965,88
2025,Kamber,33,0.3429,34.3518,52.4964,1621170,50,0,5599,0.2,3827,2108,216
2025,Central,33,0.5857,29.1895,74.7689,3591719,10,0,69,0.95,43,1004,11
2025,East,33,0.7,28.917,77.4377,3514347,10,0,165,0.95,44,256,0
2025,Keamari,33,0.7143,28.7326,78.6928,2215961,2,0,559,0.2,20,572,0
2025,Korangi,33,0.7286,28.8484,77.8715,2970331,8,0,95,0.2,67,285,0
2025,Malir,33,0.4429,29.3571,74.3185,2428732,20,0,2268,0.75,243,1661,48
2025,South,33,0.9286,28.617,77.8163,2166395,4,0,122,0.95,142,4678,15
2025,West,33,0.5571,29.1111,76.1674,4732945,15,0,929,0.75,251,763,75
2025,Kashmore,33,0.3429,33.0739,59.0741,1316520,60,2,2592,0.35,2071,481,29
2025,Khairpur,33,0.2714,34.7132,49.7958,2908676,53,2,15910,0.5,5401,3273,209
2025,Larkana,33,0.0571,35.0125,48.9651,1842403,48,2,1906,0.5,5528,1955,35
