Year,District,Latitude,Longitude,Avg_Rainfall,Avg_Temperature,Avg_Humidity,Population_Density,People_Displaced,Fatalities,Cholera_Cases,Malaria_Cases,Dengue_Cases,Month_Index,Flood_Duration_Days,Flood_Marker,Waterbody_Proximity,Flood_Severity_Index
2022,Central Karachi,24.9240802,67.1138217,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,9,30,1,5000,0.1
2022,Central Karachi,24.9240802,67.1138217,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,10,30,1,5000,0.1
2022,Charsadda,34.1461506,71.7337464,4.869150326797386,28.150522875817003,62.47078431372548,,,,,,,6,30,1,5000,0.1
2022,Charsadda,34.1461506,71.7337464,4.869150326797386,28.150522875817003,62.47078431372548,,,,,,,7,30,1,5000,0.1
2022,Charsadda,34.1461506,71.7337464,4.869150326797386,28.150522875817003,62.47078431372548,,,,,,,8,30,1,5000,0.1
2022,Charsadda,34.1461506,71.7337464,4.869150326797386,28.150522875817003,62.47078431372548,,,,,,,9,30,1,5000,0.1
2022,Charsadda,34.1461506,71.7337464,4.869150326797386,28.150522875817003,62.47078431372548,,,,,,,10,30,1,5000,0.1
2022,Chiniot,31.7309524,72.9834213,3.4666666666666663,31.096274509803926,56.161960784313685,,,,,,,6,30,1,5000,0.07
2022,Chiniot,31.7309524,72.9834213,3.4666666666666663,31.096274509803926,56.161960784313685,,,,,,,7,30,1,5000,0.07
2022,Chiniot,31.7309524,72.9834213,3.4666666666666663,31.096274509803926,56.161960784313685,,,,,,,8,30,1,5000,0.07
2022,Chiniot,31.7309524,72.9834213,3.4666666666666663,31.096274509803926,56.161960784313685,,,,,,,9,30,1,5000,0.07
2022,Chiniot,31.7309524,72.9834213,3.4666666666666663,31.096274509803926,56.161960784313685,,,,,,,10,30,1,5000,0.07
2022,Chitral,35.850889,71.7901897,1.3637254901960785,7.860784313725493,51.4141176470588,,,,,,,6,30,1,5000,0.03
2022,Chitral,35.850889,71.7901897,1.3637254901960785,7.860784313725493,51.4141176470588,,,,,,,7,30,1,5000,0.03
2022,Chitral,35.850889,71.7901897,1.3637254901960785,7.860784313725493,51.4141176470588,,,,,,,8,30,1,5000,0.03
2022,Chitral,35.850889,71.7901897,1.3637254901960785,7.860784313725493,51.4141176470588,,,,,,,9,30,1,5000,0.03
2022,Chitral,35.850889,71.7901897,1.3637254901960785,7.860784313725493,51.4141176470588,,,,,,,10,30,1,5000,0.03
2022,Dadu,26.7274836,67.7804974,7.85875816993464,29.800000000000004,66.06241830065362,,,,,,,6,30,1,5000,0.16
2022,Dadu,26.7274836,67.7804974,7.85875816993464,29.800000000000004,66.06241830065362,,,,,,,7,30,1,5000,0.16
2022,Dadu,26.7274836,67.7804974,7.85875816993464,29.800000000000004,66.06241830065362,,,,,,,8,30,1,5000,0.16
2022,Dadu,26.7274836,67.7804974,7.85875816993464,29.800000000000004,66.06241830065362,,,,,,,9,30,1,5000,0.16
2022,Dadu,26.7274836,67.7804974,7.85875816993464,29.800000000000004,66.06241830065362,,,,,,,10,30,1,5000,0.16
2022,Dera Allah Yar,28.3717207,68.3561509,12.041699346405228,31.014379084967324,63.55235294117649,,,,,,,6,30,1,5000,0.24
2022,Dera Allah Yar,28.3717207,68.3561509,12.041699346405228,31.014379084967324,63.55235294117649,,,,,,,7,30,1,5000,0.24
2022,Dera Allah Yar,28.3717207,68.3561509,12.041699346405228,31.014379084967324,63.55235294117649,,,,,,,8,30,1,5000,0.24
2022,Dera Allah Yar,28.3717207,68.3561509,12.041699346405228,31.014379084967324,63.55235294117649,,,,,,,9,30,1,5000,0.24
2022,Dera Allah Yar,28.3717207,68.3561509,12.041699346405228,31.014379084967324,63.55235294117649,,,,,,,10,30,1,5000,0.24
2022,Dera Ghazi Khan,30.0321374,70.6401114,3.440980392156861,31.051568627450997,55.53522875816993,,,,,,,6,30,1,5000,0.07
2022,Dera Ghazi Khan,30.0321374,70.6401114,3.440980392156861,31.051568627450997,55.53522875816993,,,,,,,7,30,1,5000,0.07
2022,Dera Ghazi Khan,30.0321374,70.6401114,3.440980392156861,31.051568627450997,55.53522875816993,,,,,,,8,30,1,5000,0.07
2022,Dera Ghazi Khan,30.0321374,70.6401114,3.440980392156861,31.051568627450997,55.53522875816993,,,,,,,9,30,1,5000,0.07
2022,Dera Ghazi Khan,30.0321374,70.6401114,3.440980392156861,31.051568627450997,55.53522875816993,,,,,,,10,30,1,5000,0.07
2022,Dera Ismail Khan,31.827527,70.9090919,3.3574509803921564,30.933594771241815,54.361960784313695,,,,,,,6,30,1,5000,0.07
2022,Dera Ismail Khan,31.827527,70.9090919,3.3574509803921564,30.933594771241815,54.361960784313695,,,,,,,7,30,1,5000,0.07
2022,Dera Ismail Khan,31.827527,70.9090919,3.3574509803921564,30.933594771241815,54.361960784313695,,,,,,,8,30,1,5000,0.07
2022,Dera Ismail Khan,31.827527,70.9090919,3.3574509803921564,30.933594771241815,54.361960784313695,,,,,,,9,30,1,5000,0.07
2022,Dera Ismail Khan,31.827527,70.9090919,3.3574509803921564,30.933594771241815,54.361960784313695,,,,,,,10,30,1,5000,0.07
2022,East Karachi,24.8381531,67.067704,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,6,30,1,5000,0.1
