district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Gwadar,2024-05-06 to 2024-05-12,28.15,84.6678,0
Hub,2024-05-06 to 2024-05-12,30.193,68.5895,0
JhalMagsi,2024-05-06 to 2024-05-12,36.7061,19.0614,0
Kachhi (Bolan),2024-05-06 to 2024-05-12,31.3834,16.2128,0
Kalat,2024-05-06 to 2024-05-12,21.1848,25.9032,0.0286
Kharan,2024-05-06 to 2024-05-12,31.4872,18.0412,0
Khuzdar,2024-05-06 to 2024-05-12,28.3121,21.6807,0
Killa Abdullah,2024-05-06 to 2024-05-12,25.5871,19.28,0
Killa Saifullah,2024-05-06 to 2024-05-12,24.6933,24.0942,0.2714
Kohlu,2024-05-06 to 2024-05-12,29.2094,20.9391,0.1286
Lasbella,2024-05-06 to 2024-05-12,29.0636,72.0879,0.0143
Loralai,2024-05-06 to 2024-05-12,25.8853,21.7509,0.0429
Mastung,2024-05-06 to 2024-05-12,23.1331,23.611,0.1286
MusaKhel,2024-05-06 to 2024-05-12,26.0629,23.4702,0.2857
Naseerabad,2024-05-06 to 2024-05-12,36.8929,18.4804,0
Nushki,2024-05-06 to 2024-05-12,29.411,16.4844,0
Panjgur,2024-05-06 to 2024-05-12,29.749,21.0125,0
Pishin,2024-05-06 to 2024-05-12,22.3593,30.387,0.1143
Quetta,2024-05-06 to 2024-05-12,23.1346,26.4541,0.1286
Sibi,2024-05-06 to 2024-05-12,34.3513,22.2499,0
Sohbat pur,2024-05-06 to 2024-05-12,36.8297,18.5171,0
Surab,2024-05-06 to 2024-05-12,22.2848,24.5076,0
Usta Muhammad,2024-05-06 to 2024-05-12,36.543,18.0624,0
Washuk,2024-05-06 to 2024-05-12,25.9786,21.3242,0
Zhob,2024-05-06 to 2024-05-12,25.2605,27.2185,0.3571
,,,,
KPK:,,,,
Abbottabad,2024-05-06 to 2024-05-12,22.7533,48.1825,0.9143
Bajaur,2024-05-06 to 2024-05-12,20.3196,47.7059,1.5
Bannu,2024-05-06 to 2024-05-12,29.4901,37.1454,0.3286
Battagram,2024-05-06 to 2024-05-12,21.9799,51.0694,2.3857
Buner,2024-05-06 to 2024-05-12,25.2705,47.9728,1.3143
Charsadda,2024-05-06 to 2024-05-12,27.351,49.2742,0.0429
Chitral Lower,2024-05-06 to 2024-05-12,15.5577,43.7133,1.4571
Chitral Upper,2024-05-06 to 2024-05-12,15.5577,43.7133,1.4571
D.I. Khan,2024-05-06 to 2024-05-12,31.1725,38.6148,0
Dir Lower,2024-05-06 to 2024-05-12,28.3206,40.8809,0.3571
Dir Upper,2024-05-06 to 2024-05-12,18.7202,47.0914,1.7857
Hangu,2024-05-06 to 2024-05-12,24.9062,44.8502,0.2429
Haripur,2024-05-06 to 2024-05-12,25.1625,54.1895,0.6286
Karak,2024-05-06 to 2024-05-12,28.4354,39.0067,0.6429
Khyber,2024-05-06 to 2024-05-12,25.7835,42.2355,0.2714
Kohat,2024-05-06 to 2024-05-12,28.8403,32.4643,0
Kohistan Lower,2024-05-06 to 2024-05-12,-1.0507,81.9354,0.0143
Kohistan Upper,2024-05-06 to 2024-05-12,-1.0507,81.9354,0.0143
Kolai Palas,2024-05-06 to 2024-05-12,-1.0507,81.9354,0.0143
L & C Kurram,2024-05-06 to 2024-05-12,13.7217,61.5458,1.3571
Lakki Marwat,2024-05-06 to 2024-05-12,28.8989,43.0741,0.1143
Malakand,2024-05-06 to 2024-05-12,25.8013,42.6073,0.8286
Mansehra,2024-05-06 to 2024-05-12,21.9401,52.4283,1.6571
Mardan,2024-05-06 to 2024-05-12,26.1886,52.5797,0.0571
Mohmand,2024-05-06 to 2024-05-12,25.8013,42.6073,0.8286
North Waziristan,2024-05-06 to 2024-05-12,11.2693,60.2834,3.0429
Nowshera,2024-05-06 to 2024-05-12,28.379,40.8964,0.3571
Orakzai,2024-05-06 to 2024-05-12,23.0879,47.8828,0.4571
Peshawar,2024-05-06 to 2024-05-12,27.0127,46.5256,0
SD Tank,2024-05-06 to 2024-05-12,29.9681,37.8547,0.1143
Shangla,2024-05-06 to 2024-05-12,17.9244,43.5676,2.1714
South Waziristan (Lower),2024-05-06 to 2024-05-12,26.1426,33.7466,1.7143
SWU,2024-05-06 to 2024-05-12,26.1426,33.7466,1.7143
Swabi,2024-05-06 to 2024-05-12,25.6569,57.784,0.0714
Swat,2024-05-06 to 2024-05-12,22.3173,52.7422,1
Tank,2024-05-06 to 2024-05-12,29.9681,37.8547,0.1143
Tor Ghar,2024-05-06 to 2024-05-12,25.7847,54.8165,1.1
Upper Kurram,2024-05-06 to 2024-05-12,13.7217,61.5458,1.3571
