Year,District,week_index,avg_rainfall,Avg_Temperature,Avg_Humidity,Population,People_Displaced,Fatalities,Days_Since_Flood_Start,Waterbody_Proximity,Malaria_cases,AD_cases,Typhoid_cases,avg_temp_C,avg_humidity_%,avg_rainfall_mm,Elevation_m,River_Status,Area_sq_km,Sanitation_Index
2026,Nowshera,5,,,,1740705.0,,,,,45,806,9,10.0298,67.5134,1.6714,280.0,2.0,1748.0,0.65
2026,Orakzai,5,,,,387561.0,,,,,1,34,0,6.1012,58.8817,0.3,1200.0,0.0,1538.0,0.2
2026,Peshawar,5,,,,4758762.0,,,,,12,2850,27,9.9437,74.4727,0.7429,330.0,0.0,1257.0,0.75
2026,Shangla,5,,,,,,,,,76,489,16,0.5738,59.7864,0.0571,2000.0,2.0,1586.0,0.35
2026,South Waziristan (Lower),5,,,,,,,,,14,70,5,6.3301,58.5637,1.1286,,,,
2026,SWU,5,,,,,,,,,14,24,0,6.3301,58.5637,1.1286,,,,
2026,Swabi,5,,,,1894600.0,,,,,58,820,24,9.5586,79.8716,1.6571,340.0,2.0,1543.0,0.65
2026,Swat,5,,,,,,,,,14,1383,24,6.7169,69.144,4.0,980.0,1.0,5337.0,0.35
2026,Tank,5,,,,470293.0,,,,,88,394,0,11.2223,57.333,0.0,250.0,0.0,1679.0,0.2
2026,Tor Ghar,5,,,,200445.0,,,,,13,83,11,9.5472,75.3048,1.9857,,,,
2026,Upper Kurram,5,,,,785434.0,,,,,10,144,7,-4.6678,70.4518,0.0,,,,
